filename	Name in catalogue	Original title	Transliterated title	Type	year	collector	place	performer	archive reference	original metadata	Number of voices	Performer gender or age	audio recording	additional remarks
Vinnytsia_202_Oi staryi, staryi	ОК-ВІ-35	Оі старї, старї 	Oi staryi, staryi 	spring	1998	Бідюк Л. М.	с. Сиваківці  Липовецького р-ну Вінницької обл. 	-	Касета № 12. Транскрибування:  Єфремова Л. О., № 16 (326).	"Зап. у жовтні 1998 р. Бідюк Л. М. у с. Сиваківці  Липовецького р-ну Вінницької обл. Касета № 12. 
Розшифр. Єфремова Л. О., № 16 (326)."	unison		Касета № 12	
Vinnytsia_203_Oi khmarytsia	ОК-В-каша	Оі хмариціа 	Oi khmarytsia 	spring	-	Кушка Т. Я., Матіяш Д. В.	с. Талалаї Погребищенського р-ну Вінницької обл. 	гурт	Транскрибування:  Єфремова Л. О. № 2 (360).	"Зап Кушка Т. Я., Матіяш Д. В. у с. Талалаї Погребищенського р-ну Вінницької обл. від гурту. Роз-
шифр. Єфремова Л. О. № 2 (360)."	2 voices	group of singers		
Vinnytsia_204_Kotylasia kuba	ОК-ВТ	Котиласіа куба 	Kotylasia kuba 	spring	2011	Гарбулінська Тетяна	с. Думенки Хмільницького р-ну Вінницької обл. 	"
Ющинська Марія Павлівна, Сторожук Анна Романівна, Побережник Ганна Іванівна "	Транскрибування: Єфремова Л. О., № 2 (46). 	"Зап. 24 листопада 2011 р. Гарбулінська Т. Є. у с. Думенки Хмільницького р-ну Вінницької обл. від 
Ющинської Марії Павлівни, Сторожук Анни Романівни та Побережник Ганни Іванівни. Розшифр. 
Єфремова Л. О., № 2 (46). Великодня. Качали куби і співали. Її мона і в піст співати. (Прим. вик.)."	unison	women		Великодня. Качали куби і співали. Її мона і в піст співати. (Прим. Вик.).
Vinnytsia_205_A dovhoi lozy	ОК-ВТ-10	А довгоі лози 	A dovhoi lozy 	spring	2010	Гарбулінська Тетяна	с. Куманівці Хмільницького р-ну Вінницької обл. 	"
Гурт"	З фондів Вінницького ОЦНТ. Транскрибування:  Єфремова Л. О., № 3.	"Зап. 20 березня 2010 р. Гарбулінська Т. Є. у с. Куманівці Хмільницького р-ну Вінницької обл. від 
гурту. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 3."	unison	group of singers		
Vinnytsia_206_Oi dovhoi lozy, lozy	ОК-ВТ-10	Оі довгоі лози, лози 	Oi dovhoi lozy, lozy 	spring	-	 Корсовецький Орест	с. Клембівка Ямпільського р-ну Вінницької обл. 	-	ІМФЕ, ф. 6-4, од. зб. 146, арк. 40 (78), № 83.	Зап. Корсовецький І. у с. Клембівка Ямпільського р-ну Вінницької обл. – ІМФЕ, ф. 6-4, од. зб. 146, арк. 40 (78), № 83.	unison			
Vinnytsia_207_Oi skakaly dyki kozy	ОК-ВТ-10	Оі скакали дикі кози 	Oi skakaly dyki kozy 	spring	2009	Матіяш Д., Кушка Т.	с. Івашківці Шаргородського р-ну Вінницької обл. 	гурт 	Транскрибування:  Єфремова Л. О., № 23 (123).	"Зап. 11.05 2009 р. Матіяш Д., Кушка Т. у с. Івашківці Шаргородського р-ну Вінницької обл. від гу-
рту. Розшифр. Єфремова Л. О., № 23 (123)."	unison	group of singers		
Vinnytsia_208_Ya dovhoi lozy	ОК-ВТ-10	Иа довгоі лози 	Ya dovhoi lozy 	spring	1927	Харків Володимир	с. Мервинці Могилів-Подільського р-ну Вінницької обл. 	-	ІМФЕ, ф. 6-3, од. зб. 72, арк. 30-31 (50-52), № 1. 	"Зап. 1927 р. Харків В. у с. Мервинці Могилів-Подільського р-ну Вінницької обл. – ІМФЕ, ф. 6-3, 
од. зб. 72, арк. 30-31 (50-52), № 1. "	unison			
Vinnytsia_209_A dovhoi lozy	ОК-ВТ-11	А довгоі лози 	A dovhoi lozy 	spring	1927	Середович М.	с. Ільківка Вінницького р-ну Вінницької обл. 	-	ІМФЕ, ф. 6-4, од. зб. 160, арк. 26 (53), № 39. 	"Зап. 23.ІV 1927 р. Середович М. у с. Ільківка Вінницького р-ну Вінницької обл. – ІМФЕ, ф. 6-4, од. 
зб. 160, арк. 26 (53), № 39. Cпівають на Великдень біля церкви."	unison			Cпівають на Великдень біля церкви.
Vinnytsia_210_A dovhoi lozy	ОК-ВТ-10	А довгоі лози 	A dovhoi lozy 	spring	1963	Експедиція ІМФЕ, керівник Ященко Леопольд	c. Іванівці Барського р-ну Вінницької обл. 	гурт доярок 	ІМФЕ, ф. 14-5, од. зб. 380, арк. 111-112, № 51, пл. ф. 14-10, од. зб. 985-987. 	Зап. 1963 р. експ. ІМФЕ, нач. Ященко Л. І. у c. Іванівці Барського р-ну Вінницької обл. від гурту доярок. – ІМФЕ, ф. 14-5, од. зб. 380, арк. 111-112, № 51,  пл. ф. 14-10, од. зб. 985-987. 	heterophony	group of singers		
Vinnytsia_211_Oi v dovhoi lozy	ОК-ВТ-11	Оі в довгоі лози 	Oi v dovhoi lozy 	spring	1964	Ященко Леопольд	с. Слобода-Яришівська Могилів-Подільського р-ну Вінницької обл. 	"
Руденко М. А. "	ІМФЕ, ф. 14-3, од. зб. 299б, арк. 18-19.	"Зап. 1964 р. Ященко Л. І. у с. Слобода-Яришівська Могилів-Подільського р-ну Вінницької обл. від 
Руденко М. А. – ІМФЕ, ф. 14-3, од. зб. 299б, арк. 18-19."	unison			
Vinnytsia_212_Oi vyitysia, ohirochky	ОК-ВТ-02	Оі вїтисіа, огірочки 	Oi vyitysia, ohirochky 	spring	1925	Корсовецький Орест	с. Клембівка Ямпільського р-ну Вінницької обл. 	-	ІМФЕ, ф. 6-4, од. зб. 146, арк. 42 (82-83), № 86.	"Зап. весною 1925 р. Корсовецький І. у с. Клембівка Ямпільського р-ну Вінницької обл. – ІМФЕ, ф. 
6-4, од. зб. 146, арк. 42 (82-83), № 86."	unison			
Vinnytsia_213_Oi vyitesia, ohyrochky	ОК-ВТ-02	Оі вїтесіа, огирочки 	Oi vyitesia, ohyrochky 	spring	1927	Харків Володимир	с. Мервинці Могилів-Подільського р-ну Вінницької обл. 	-	ІМФЕ, ф. 6-3, од. зб. 72, арк. 34 (55), № 8 (мел.),  од. зб. 158, арк. 54, № 8 (текст). 	"Зап. 1927 р. Харків В. у с. Мервинці Могилів-Подільського р-ну Вінницької обл. – ІМФЕ, ф. 6-3, 
од. зб. 72, арк. 34 (55), № 8 (мел.); од. зб. 158, арк. 54, № 8 (текст). "	unison			
Vinnytsia_214v_Zelenii ohirochky	ОК-ВТ-02	Зеленіі огірочки 	Zelenii ohirochky 	spring	1971	Мельник П. Я.	с. Коси Могилів-Подільського р-ну Вінницької обл. 	Мельник Д. І.	ІМФЕ, ф. 14-3, од. зб. 907/ІІ, арк. 193., № 2.	"Зап. 1963 р. експ. ІМФЕ, нач. Ященко Л. І. у c. Іванівці Барського р-ну Вінницької обл. від гурту 
доярок. – ІМФЕ, ф. 14-5, од. зб. 380, арк. 99-100, № 46; пл. ф. 14-10, од. зб. 985-987. Вар. зап. 1971 
р. Мельник П. Я. у с. Коси Могилів-Подільського р-ну Вінницької обл. від Мельник Д. І. – ІМФЕ, 
ф. 14-3, од. зб. 907/ІІ, арк. 193., № 2."	unison			
Vinnytsia_158_Vorotar, vorotarochku	ОК-ВТ-02	Зеленіі огірочки 	Zelenii ohirochky 	spring	1963	Експедиція ІМФЕ, керівник Ященко Леопольд	c. Іванівці Барського р-ну Вінницької обл. 	гурт доярок	ІМФЕ, ф. 14-5, од. зб. 380, арк. 99-100, № 46, пл. ф. 14-10, од. зб. 985-987	"Зап. 1963 р. експ. ІМФЕ, нач. Ященко Л. І. у c. Іванівці Барського р-ну Вінницької обл. від гурту 
доярок. – ІМФЕ, ф. 14-5, од. зб. 380, арк. 99-100, № 46; пл. ф. 14-10, од. зб. 985-987. Вар. зап. 1971 
р. Мельник П. Я. у с. Коси Могилів-Подільського р-ну Вінницької обл. від Мельник Д. І. – ІМФЕ, 
ф. 14-3, од. зб. 907/ІІ, арк. 193., № 2."	heterophony	group of singers		
Vinnytsia_215_Anu, anu, divky	ОК-ВТ-02а	Ану, ану, дівки 	Anu, anu, divky 	spring	-	 Коновал В.	м. Басаличівка Гайсинського пов. (нині Гайсинського р-ну Вінницької обл.) 	Івасенко Павло  	ІМФЕ, ф. 6-4, од. зб. 177, арк. 2 зв., № 3. 	"Зап. Коновал В. у м. Басаличівка Гайсинського пов. (нині Гайсинського р-ну Вінницької обл.) від 
П. Івасенка. – ІМФЕ, ф. 6-4, од. зб. 177, арк. 2 зв., № 3. "	unison	man		
Vinnytsia_216_Oi vyitesia, ohirochki	ОК-ВТ-02	Оі вїтесіа, огірочкі 	Oi vyitesia, ohirochki 	spring	-	 Матіяш Д., Кушка Т.	с. Стіна Томашпільського р-ну Вінницької обл. 	-	"Транскрибування:  Єфремова Л. 
О., № 3 (247)."	"Зап. Матіяш Д., Кушка Т. у с. Стіна Томашпільського р-ну Вінницької обл. Розшифр. Єфремова Л. 
О., № 3 (247)."	2 voices			
Vinnytsia_217_Hei, dumai, dumai	ОК-ВТ-03	Геі, думаі, думаі 	Hei, dumai, dumai 	spring	-	 Кудрицька Антоніна	"с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Калинівсько-
го р-ну Вінницької обл.)."	Вовнянкова  Гапка 	ІМФЕ, ф. 6-4, од. зб. 111, арк. 45 (69-70), № 19.	"Зап. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Калинівсько-
го р-ну Вінницької обл.).від  Гапки Вовнянкової. – ІМФЕ, ф. 6-4, од. зб. 111, арк. 45 (69-70), № 19."	unison	woman		
